frame,mode,baseline_best_idx,scored_best_idx,baseline_iou,scored_iou,delta,sam_best_mask_png,score_best_mask_png,sequence
0,default_no_gt,2,1,0.96499407190081,0.9646487938882315,-0.0003452780125782,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00000_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00000_best.png,bear
1,default_no_gt,2,0,0.9661731900223078,0.9355961349492302,-0.0305770550730776,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00001_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00001_best.png,bear
2,default_no_gt,2,1,0.9668251301176182,0.9648638704930096,-0.0019612596246085,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00002_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00002_best.png,bear
3,default_no_gt,2,0,0.9663634484184412,0.9228454401069964,-0.0435180083114445,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00003_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00003_best.png,bear
4,default_no_gt,2,0,0.9673831070889894,0.920961326901921,-0.0464217801870684,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00004_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00004_best.png,bear
5,default_no_gt,2,0,0.967475216199114,0.9082521892911172,-0.0592230269079969,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00005_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00005_best.png,bear
6,default_no_gt,2,0,0.9640366033147756,0.8972431617488693,-0.0667934415659063,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00006_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00006_best.png,bear
7,default_no_gt,2,1,0.9644047030501044,0.9627046629900646,-0.0017000400600396,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00007_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00007_best.png,bear
8,default_no_gt,2,1,0.96844414807804,0.9664047741713894,-0.0020393739066505,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00008_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00008_best.png,bear
9,default_no_gt,2,1,0.9716171194259354,0.9691314629002364,-0.0024856565256989,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00009_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00009_best.png,bear
10,default_no_gt,2,1,0.9705353174015198,0.9699632461661948,-0.0005720712353248,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00010_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00010_best.png,bear
11,default_no_gt,2,1,0.970246338495111,0.9687598149039972,-0.0014865235911137,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00011_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00011_best.png,bear
12,default_no_gt,2,1,0.9655637661906344,0.9636092653542818,-0.0019545008363525,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00012_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00012_best.png,bear
13,default_no_gt,2,1,0.966029900332226,0.964561628798078,-0.0014682715341479,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00013_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00013_best.png,bear
14,default_no_gt,2,1,0.9682344864887354,0.9665926125864251,-0.0016418739023101,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00014_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00014_best.png,bear
15,default_no_gt,2,1,0.9674094823981938,0.9665894530353304,-0.0008200293628632,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00015_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00015_best.png,bear
16,default_no_gt,2,1,0.9709243697478992,0.9692543069120174,-0.0016700628358817,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00016_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00016_best.png,bear
17,default_no_gt,2,1,0.9729666892120392,0.9714382145719952,-0.0015284746400441,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00017_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00017_best.png,bear
18,default_no_gt,2,1,0.9727826012938372,0.9726007014560528,-0.0001818998377844,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00018_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00018_best.png,bear
19,default_no_gt,2,1,0.9724351130289174,0.9726952940671786,0.0002601810382611,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00019_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00019_best.png,bear
20,default_no_gt,2,1,0.9716282805478976,0.9717015882646096,7.330771671198999e-05,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00020_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00020_best.png,bear
21,default_no_gt,2,1,0.968738418608707,0.969222732516379,0.000484313907672,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00021_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00021_best.png,bear
22,default_no_gt,2,1,0.9681251622955076,0.9695967131581792,0.0014715508626715,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00022_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00022_best.png,bear
23,default_no_gt,2,1,0.964755820434764,0.9657475595136154,0.0009917390788514,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00023_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00023_best.png,bear
24,default_no_gt,2,1,0.9650853728550468,0.9657039711191336,0.0006185982640866,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00024_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00024_best.png,bear
25,default_no_gt,2,1,0.964475201845444,0.9655930641648516,0.0011178623194075,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00025_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00025_best.png,bear
26,default_no_gt,2,1,0.962971400169818,0.9645679063417862,0.0015965061719682,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00026_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00026_best.png,bear
27,default_no_gt,2,2,0.96349586997069,0.96349586997069,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00027_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00027_best.png,bear
28,default_no_gt,2,1,0.9646173810779026,0.9666902762319134,0.0020728951540107,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00028_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00028_best.png,bear
29,default_no_gt,2,1,0.9648211877880416,0.9666693422161576,0.001848154428116,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00029_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00029_best.png,bear
30,default_no_gt,2,2,0.9643194185089252,0.9643194185089252,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00030_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00030_best.png,bear
31,default_no_gt,2,2,0.9636370941819352,0.9636370941819352,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00031_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00031_best.png,bear
32,default_no_gt,2,2,0.9657196049862392,0.9657196049862392,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00032_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00032_best.png,bear
33,default_no_gt,2,2,0.9654019449937816,0.9654019449937816,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00033_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00033_best.png,bear
34,default_no_gt,0,2,0.9505360165506864,0.965968640184131,0.0154326236334445,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00034_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00034_best.png,bear
35,default_no_gt,2,2,0.9664048413504384,0.9664048413504384,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00035_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00035_best.png,bear
36,default_no_gt,2,2,0.9690050301600884,0.9690050301600884,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00036_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00036_best.png,bear
37,default_no_gt,2,2,0.967733131796616,0.967733131796616,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00037_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00037_best.png,bear
38,default_no_gt,2,2,0.9738305113408164,0.9738305113408164,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00038_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00038_best.png,bear
39,default_no_gt,2,2,0.9699830292745016,0.9699830292745016,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00039_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00039_best.png,bear
40,default_no_gt,2,2,0.9697085726441182,0.9697085726441182,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00040_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00040_best.png,bear
41,default_no_gt,2,2,0.9704882273689612,0.9704882273689612,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00041_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00041_best.png,bear
42,default_no_gt,2,2,0.9700002142841836,0.9700002142841836,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00042_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00042_best.png,bear
43,default_no_gt,2,2,0.972649351768101,0.972649351768101,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00043_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00043_best.png,bear
44,default_no_gt,2,2,0.9721628333873232,0.9721628333873232,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00044_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00044_best.png,bear
45,default_no_gt,2,2,0.9696255620892424,0.9696255620892424,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00045_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00045_best.png,bear
46,default_no_gt,2,2,0.9679506600302964,0.9679506600302964,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00046_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00046_best.png,bear
47,default_no_gt,2,2,0.9697872710662548,0.9697872710662548,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00047_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00047_best.png,bear
48,default_no_gt,2,2,0.968886462882096,0.968886462882096,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00048_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00048_best.png,bear
49,default_no_gt,2,2,0.9682438799886036,0.9682438799886036,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00049_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00049_best.png,bear
50,default_no_gt,2,2,0.9735055545759126,0.9735055545759126,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00050_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00050_best.png,bear
51,default_no_gt,2,2,0.972926267281106,0.972926267281106,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00051_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00051_best.png,bear
52,default_no_gt,2,2,0.9763730523882554,0.9763730523882554,0.0,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00052_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00052_best.png,bear
53,default_no_gt,2,1,0.9731325328045982,0.9740726764190104,0.0009401436144121,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00053_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00053_best.png,bear
54,default_no_gt,2,1,0.9738263120314172,0.9750839056700228,0.0012575936386055,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00054_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00054_best.png,bear
55,default_no_gt,2,1,0.9734422424567042,0.9743703736635028,0.0009281312067985,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00055_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00055_best.png,bear
56,default_no_gt,2,1,0.9701619017885018,0.9721050059965354,0.0019431042080335,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00056_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00056_best.png,bear
57,default_no_gt,2,1,0.9707960853378514,0.97171842742025,0.0009223420823984,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00057_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00057_best.png,bear
58,default_no_gt,2,1,0.9711684032416066,0.972561448613666,0.0013930453720595,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00058_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00058_best.png,bear
59,default_no_gt,2,1,0.9706778116177224,0.9710080779019586,0.0003302662842363,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00059_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00059_best.png,bear
60,default_no_gt,2,1,0.9711008358527476,0.9709747356311668,-0.0001261002215808,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00060_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00060_best.png,bear
61,default_no_gt,2,1,0.9708048688221812,0.9698712560279608,-0.0009336127942203,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00061_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00061_best.png,bear
62,default_no_gt,2,1,0.969401576551571,0.9703180212014134,0.0009164446498424,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00062_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00062_best.png,bear
63,default_no_gt,2,1,0.9688567499223636,0.9691893442803858,0.0003325943580221,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00063_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00063_best.png,bear
64,default_no_gt,2,1,0.966170410740396,0.965310398059323,-0.0008600126810731,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00064_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00064_best.png,bear
65,default_no_gt,2,1,0.964377938157982,0.9642990531010392,-7.888505694275683e-05,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00065_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00065_best.png,bear
66,default_no_gt,2,1,0.9637452919539216,0.9631311137430364,-0.0006141782108852,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00066_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00066_best.png,bear
67,default_no_gt,2,1,0.9612511773596478,0.961082873410266,-0.0001683039493819,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00067_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00067_best.png,bear
68,default_no_gt,2,1,0.9622851409126604,0.9629009459606394,0.0006158050479789,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00068_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00068_best.png,bear
69,default_no_gt,2,1,0.9658497301062162,0.9665125767736614,0.0006628466674452,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00069_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00069_best.png,bear
70,default_no_gt,2,1,0.966360590104008,0.966594360086768,0.0002337699827599,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00070_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00070_best.png,bear
71,default_no_gt,2,1,0.9648916219634524,0.9649309707576912,3.934879423872495e-05,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00071_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00071_best.png,bear
72,default_no_gt,2,1,0.9656689948109386,0.9675680394596128,0.0018990446486741,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00072_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00072_best.png,bear
73,default_no_gt,2,1,0.9674550365636736,0.9673644377365094,-9.059882716411229e-05,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00073_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00073_best.png,bear
74,default_no_gt,2,1,0.970722600483198,0.9692018286414243,-0.0015207718417734,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00074_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00074_best.png,bear
75,default_no_gt,2,1,0.9653469654122252,0.9637773781927684,-0.0015695872194568,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00075_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00075_best.png,bear
76,default_no_gt,2,1,0.9656176527684908,0.9646219318230668,-0.0009957209454241,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00076_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00076_best.png,bear
77,default_no_gt,2,0,0.1117388758782201,0.1050546448087431,-0.0066842310694769,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00077_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00077_best.png,bear
78,default_no_gt,2,0,0.9660243622936208,0.9163340629157548,-0.049690299377866,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00078_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00078_best.png,bear
79,default_no_gt,2,1,0.9574892951251648,0.9591585175445804,0.0016692224194158,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00079_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00079_best.png,bear
80,default_no_gt,2,1,0.968732435414368,0.9662914360345792,-0.0024409993797888,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00080_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00080_best.png,bear
81,default_no_gt,2,1,0.9690165864540516,0.9661456190867956,-0.0028709673672561,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_sam\00081_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\bear\selected_by_score_default_no_gt\00081_best.png,bear
0,default_no_gt,2,1,0.9639354335546996,0.9617895725692812,-0.0021458609854181,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_sam\00000_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_score_default_no_gt\00000_best.png,blackswan
1,default_no_gt,2,1,0.9637251647778464,0.963385863923752,-0.0003393008540942,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_sam\00001_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_score_default_no_gt\00001_best.png,blackswan
2,default_no_gt,2,1,0.9638396884942304,0.9631520480276063,-0.000687640466624,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_sam\00002_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_score_default_no_gt\00002_best.png,blackswan
3,default_no_gt,2,1,0.963370572854766,0.9635864289603902,0.0002158561056242,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_sam\00003_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_score_default_no_gt\00003_best.png,blackswan
4,default_no_gt,2,1,0.9615494161207632,0.9620265129138212,0.0004770967930579,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_sam\00004_sam_best.png,D:\uwb thesis\RelatedData\DAVIS-data\DAVIS\SAM_results\blackswan\selected_by_score_default_no_gt\00004_best.png,blackswan
