sequence,ablation,baseline_mean_iou,scored_mean_iou,mean_delta_vs_sam,n_frames,best_improve_frame,best_improve_delta,worst_drop_frame,worst_drop_delta,w_area,w_center,w_border,w_silhouette,q_border,t_area
horsejump-low,no_silhouette,0.7110029417267086,0.73207512476743,0.02107218304072115,60,00033,0.5540519649354703,00024,-0.07755019566514931,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
kite-surf,default_full,0.35101505684722817,0.26039991521309774,-0.0906151416341304,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.25,0.25,0.25,0.25,0.3,0.25
kite-surf,no_area,0.35101505684722817,0.25976587910333937,-0.09124917774388878,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
kite-surf,no_center,0.35101505684722817,0.23295755910383842,-0.11805749774338974,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
kite-surf,no_border,0.35101505684722817,0.26000789271791314,-0.09100716412931499,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
kite-surf,no_silhouette,0.35101505684722817,0.26257799652877895,-0.08843706031844915,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
kite-walk,default_full,0.387476155969621,0.32170132169204124,-0.06577483427757977,80,00079,0.41302387897071746,00026,-0.42559896093356675,0.25,0.25,0.25,0.25,0.3,0.25
kite-walk,no_area,0.387476155969621,0.2794380579889622,-0.1080380979806588,80,00079,0.41302387897071746,00026,-0.42559896093356675,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
kite-walk,no_center,0.387476155969621,0.3385116666207547,-0.048964489348866255,80,00079,0.41302387897071746,00020,-0.4090580000015467,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
kite-walk,no_border,0.387476155969621,0.4308188724151648,0.043342716445543904,80,00079,0.41302387897071746,00000,-0.003302030652894361,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
kite-walk,no_silhouette,0.387476155969621,0.2892219306535303,-0.09825422531609077,80,00049,0.5875322936643198,00025,-0.42160552025634834,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
libby,default_full,0.838808586022113,0.8872509927494454,0.048442406727332424,49,00037,0.831465579973803,00031,-0.06622320896044653,0.25,0.25,0.25,0.25,0.3,0.25
libby,no_area,0.838808586022113,0.8688574804131994,0.030048894391086423,49,00037,0.831465579973803,00024,-0.7260123643808658,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
libby,no_center,0.838808586022113,0.790301902625097,-0.04850668339701582,49,00037,0.831465579973803,00001,-0.9361853142340947,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
libby,no_border,0.838808586022113,0.8870341124106534,0.04822552638854042,49,00037,0.831465579973803,00031,-0.06622320896044653,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
libby,no_silhouette,0.838808586022113,0.8837098269594975,0.044901240937384505,49,00035,0.8539654010334756,00031,-0.5516455223082637,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
lucia,default_full,0.1585896791718402,0.49975259413093565,0.3411629149590955,70,00046,0.959226455636497,00063,-0.7246697364563385,0.25,0.25,0.25,0.25,0.3,0.25
lucia,no_area,0.1585896791718402,0.503387415741613,0.3447977365697729,70,00046,0.959226455636497,00063,-0.7246697364563385,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
lucia,no_center,0.1585896791718402,0.3989253524328,0.24033567326095978,70,00025,0.9295135441781308,00063,-0.7246697364563385,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
lucia,no_border,0.1585896791718402,0.6477821012333344,0.4891924220614941,70,00046,0.959226455636497,00063,-0.8743586944656697,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
lucia,no_silhouette,0.1585896791718402,0.6052914035690578,0.4467017243972175,70,00046,0.959226455636497,00063,-0.8743586944656697,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
mallard-fly,default_full,0.8742370588384356,0.8776822418358808,0.003445182997445035,70,00069,0.6974461597103107,00037,-0.40887054039457815,0.25,0.25,0.25,0.25,0.3,0.25
mallard-fly,no_area,0.8742370588384356,0.8339345711446584,-0.04030248769377718,70,00069,0.6974461597103107,00065,-0.8087013198631253,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
mallard-fly,no_center,0.8742370588384356,0.8548666720837972,-0.01937038675463863,70,00069,0.6974461597103107,00068,-0.8450985283112996,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
mallard-fly,no_border,0.8742370588384356,0.8695029059857244,-0.0047341528527112455,70,00069,0.6974461597103107,00065,-0.8087013198631253,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
mallard-fly,no_silhouette,0.8742370588384356,0.8571216725020481,-0.01711538633638761,70,00069,0.6974461597103107,00047,-0.6091759075310792,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
mallard-water,default_full,1.5103043264647873e-06,0.9464704169583211,0.9464689066539946,80,00009,0.9640221402214022,00068,0.9243621292578682,0.25,0.25,0.25,0.25,0.3,0.25
mallard-water,no_area,1.5103043264647873e-06,0.9383704115086546,0.9383689012043283,80,00014,0.9641508575588008,00073,0.7996564838670102,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
mallard-water,no_center,1.5103043264647873e-06,0.9464704169583211,0.9464689066539946,80,00009,0.9640221402214022,00068,0.9243621292578682,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
mallard-water,no_border,1.5103043264647873e-06,0.8991802960951107,0.8991787857907841,80,00009,0.9640221402214022,00079,-1.234034676374406e-05,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
mallard-water,no_silhouette,1.5103043264647873e-06,0.946636512489297,0.9466350021849707,80,00009,0.9640221402214022,00067,0.9155975252360794,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
motocross-bumps,default_full,0.319962235745409,0.41640264978048475,0.09644041403507568,60,00054,0.948183169615738,00048,-0.046593890770250446,0.25,0.25,0.25,0.25,0.3,0.25
motocross-bumps,no_area,0.319962235745409,0.562243276988508,0.24228104124309896,60,00054,0.948183169615738,00048,-0.407109370382014,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
motocross-bumps,no_center,0.319962235745409,0.4240580153231704,0.10409577957776135,60,00054,0.948183169615738,00048,-0.046593890770250446,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
motocross-bumps,no_border,0.319962235745409,0.42519555804339926,0.10523332229799023,60,00054,0.948183169615738,00059,-0.34782187997448216,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
motocross-bumps,no_silhouette,0.319962235745409,0.3956805222146486,0.07571828646923966,60,00050,0.9031085358859771,00043,-0.4616668930706523,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
motocross-jump,default_full,0.7585540734423437,0.7235690161246389,-0.03498505731770488,40,00025,0.17162094716002596,00020,-0.6152171171182192,0.25,0.25,0.25,0.25,0.3,0.25
motocross-jump,no_area,0.7585540734423437,0.6964203318031326,-0.06213374163921126,40,00025,0.17162094716002596,00038,-0.5021703444296317,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
motocross-jump,no_center,0.7585540734423437,0.7108796835770853,-0.04767438986525838,40,00025,0.17162094716002596,00020,-0.6152171171182192,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
motocross-jump,no_border,0.7585540734423437,0.7235811646582174,-0.03497290878412634,40,00025,0.17162094716002596,00020,-0.6152171171182192,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
motocross-jump,no_silhouette,0.7585540734423437,0.6086503146791328,-0.14990375876321088,40,00010,0.028613174654245843,00019,-0.6675554791439582,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
motorbike,default_full,0.648895389805103,0.7894007196609032,0.1405053298558001,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.25,0.25,0.25,0.25,0.3,0.25
motorbike,no_area,0.648895389805103,0.7872157481130199,0.13832035830791672,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
motorbike,no_center,0.648895389805103,0.7894007196609032,0.1405053298558001,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
motorbike,no_border,0.648895389805103,0.7894007196609032,0.1405053298558001,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
motorbike,no_silhouette,0.648895389805103,0.795908262087645,0.14701287228254198,43,00021,0.2850473293429746,00002,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
paragliding,default_full,0.8848369650107984,0.8690408970906045,-0.015796067920193908,70,00044,0.003618365741889007,00034,-0.7844453497817846,0.25,0.25,0.25,0.25,0.3,0.25
paragliding,no_area,0.8848369650107984,0.8600577805443409,-0.024779184466457407,70,00038,0.005841527439866767,00034,-0.7844453497817846,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
paragliding,no_center,0.8848369650107984,0.8798891868971944,-0.004947778113603979,70,00044,0.003618365741889007,00019,-0.009883395482777835,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
paragliding,no_border,0.8848369650107984,0.8798626390334031,-0.0049743259773954,70,00044,0.003618365741889007,00019,-0.009883395482777835,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
paragliding,no_silhouette,0.8848369650107984,0.8618067793759797,-0.023030185634818717,70,00061,0.07527533679782661,00034,-0.8103503715232151,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
paragliding-launch,default_full,0.5521277065020153,0.49036154343647487,-0.061766163065540294,80,00014,0.5446444063385785,00004,-0.786925654516816,0.25,0.25,0.25,0.25,0.3,0.25
paragliding-launch,no_area,0.5521277065020153,0.4699095569659808,-0.08221814953603432,80,00050,0.3742604772479444,00004,-0.786925654516816,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
paragliding-launch,no_center,0.5521277065020153,0.4793523228488713,-0.07277538365314395,80,00048,0.27377898268991735,00004,-0.786925654516816,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
paragliding-launch,no_border,0.5521277065020153,0.5009664609924085,-0.051161245509606615,80,00014,0.5446444063385785,00056,-0.4240442030810476,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
paragliding-launch,no_silhouette,0.5521277065020153,0.5320195962746807,-0.020108110227334473,80,00005,0.5819913765041203,00060,-0.43204438835602593,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
parkour,default_full,0.35651202308055985,0.09624465608465421,-0.26026736699590564,100,00087,0.9599896913858643,00073,-0.9793908861918937,0.25,0.25,0.25,0.25,0.3,0.25
parkour,no_area,0.35651202308055985,0.5936631418957268,0.23715111881516696,100,00045,0.9762690994570997,00077,-0.9696612086345086,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
parkour,no_center,0.35651202308055985,0.00015212108468664337,-0.35635990199587325,100,00081,0.0004112508829605113,00073,-0.9793908861918937,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
parkour,no_border,0.35651202308055985,0.00012570712795731287,-0.3563863159526025,100,00085,6.106616091484348e-05,00073,-0.9793908861918937,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
parkour,no_silhouette,0.35651202308055985,0.11295550947722983,-0.24355651360333003,100,00043,0.9664264908784301,00073,-0.9793908861918937,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
rhino,default_full,0.9800650118225802,0.9760766228553511,-0.003988388967228961,90,00018,0.0027508649513208194,00054,-0.04934191450970371,0.25,0.25,0.25,0.25,0.3,0.25
rhino,no_area,0.9800650118225802,0.9762775757491807,-0.0037874360733994097,90,00018,0.0027508649513208194,00054,-0.04934191450970371,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
rhino,no_center,0.9800650118225802,0.9762854653349312,-0.0037795464876487733,90,00041,0.0049339100784523415,00054,-0.04934191450970371,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
rhino,no_border,0.9800650118225802,0.9762144894870525,-0.003850522335527674,90,00041,0.0049339100784523415,00054,-0.04934191450970371,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
rhino,no_silhouette,0.9800650118225802,0.9779166088477669,-0.0021484029748131067,90,00018,0.0027508649513208194,00042,-0.012686607309208786,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
