sequence,ablation,baseline_mean_iou,scored_mean_iou,mean_delta_vs_sam,n_frames,best_improve_frame,best_improve_delta,worst_drop_frame,worst_drop_delta,w_area,w_center,w_border,w_silhouette,q_border,t_area
elephant,no_border,0.9647892339167464,0.9634170844313719,-0.0013721494853746353,80,00012,0.018145573203235066,00055,-0.01872514880033327,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
elephant,no_silhouette,0.9647892339167464,0.9634170844313719,-0.0013721494853746353,80,00012,0.018145573203235066,00055,-0.01872514880033327,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
flamingo,default_full,0.04794744714123153,0.9350624964056141,0.8871150492643828,80,00005,0.9689596952249016,00075,-0.011363578950911002,0.25,0.25,0.25,0.25,0.3,0.25
flamingo,no_area,0.04794744714123153,0.6720903939633048,0.6241429468220734,80,00002,0.9631995262467746,00003,-0.9609513367630935,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
flamingo,no_center,0.04794744714123153,0.6483027907551749,0.6003553436139434,80,00028,0.956498673740053,00003,-0.9609513367630935,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
flamingo,no_border,0.04794744714123153,0.4533137242400537,0.40536627709882217,80,00005,0.9689596952249016,00075,-0.011363578950911002,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
flamingo,no_silhouette,0.04794744714123153,0.9515575968302586,0.9036101496890272,80,00005,0.9689596952249016,00075,-0.011363578950911002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
goat,default_full,0.9217250088145996,0.9258497214023866,0.0041247125877869615,90,00023,0.024942407405462386,00083,-0.011785293734542734,0.25,0.25,0.25,0.25,0.3,0.25
goat,no_area,0.9217250088145996,0.92334076813521,0.0016157593206102586,90,00023,0.024942407405462386,00016,-0.047330707520963355,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
goat,no_center,0.9217250088145996,0.9258632397081358,0.004138230893536057,90,00023,0.024942407405462386,00083,-0.011785293734542734,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
goat,no_border,0.9217250088145996,0.9258632397081358,0.004138230893536057,90,00023,0.024942407405462386,00083,-0.011785293734542734,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
goat,no_silhouette,0.9217250088145996,0.92598564116766,0.004260632353060553,90,00015,0.029130972586951187,00083,-0.011785293734542734,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
hike,default_full,0.8968661560700536,0.960277800425915,0.06341164435586126,80,00035,0.960821178739738,00075,-0.0018932497283726812,0.25,0.25,0.25,0.25,0.3,0.25
hike,no_area,0.8968661560700536,0.9601215900593687,0.06325543398931488,80,00035,0.960821178739738,00075,-0.0018932497283726812,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
hike,no_center,0.8968661560700536,0.960277800425915,0.06341164435586126,80,00035,0.960821178739738,00075,-0.0018932497283726812,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
hike,no_border,0.8968661560700536,0.03592083762113605,-0.8609453184489176,80,00017,0.00242701060220607,00075,-0.9658119658119658,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
hike,no_silhouette,0.8968661560700536,0.5164718043275307,-0.3803943517425229,80,00035,0.960821178739738,00075,-0.9658119658119658,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
hockey,default_full,0.06340712066595744,0.11725739741423008,0.05385027674827261,75,00074,0.40673376278423135,00006,-0.00953974059704904,0.25,0.25,0.25,0.25,0.3,0.25
hockey,no_area,0.06340712066595744,0.11662649119553022,0.053219370529572735,75,00074,0.40673376278423135,00006,-0.00953974059704904,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
hockey,no_center,0.06340712066595744,0.11513855833579645,0.05173143766983899,75,00074,0.40673376278423135,00006,-0.00953974059704904,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
hockey,no_border,0.06340712066595744,0.11601842776683377,0.05261130710087632,75,00074,0.40673376278423135,00006,-0.00953974059704904,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
hockey,no_silhouette,0.06340712066595744,0.12196575726439152,0.058558636598434056,75,00074,0.40673376278423135,00047,-0.006462438043566481,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
horsejump-high,default_full,0.61485611115469,0.7153183733627638,0.10046226220807387,50,00036,0.5712615880718053,00001,-0.4975248545593264,0.25,0.25,0.25,0.25,0.3,0.25
horsejump-high,no_area,0.61485611115469,0.6010372870960299,-0.013818824058660108,50,00007,0.5550971180971781,00027,-0.5334237974583246,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
horsejump-high,no_center,0.61485611115469,0.7364728172300821,0.12161670607539211,50,00036,0.5712615880718053,00023,-0.07482166477817942,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
horsejump-high,no_border,0.61485611115469,0.6925535127037048,0.07769740154901483,50,00017,0.5569038633967831,00038,-0.5130142720981815,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
horsejump-high,no_silhouette,0.61485611115469,0.7383951009763582,0.12353898982166822,50,00036,0.5712615880718053,00042,0.0016748903799945758,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3,0.25
horsejump-low,default_full,0.7110029417267086,0.7320980411031267,0.021095099376417955,60,00033,0.5540519649354703,00025,-0.0025256112890080784,0.25,0.25,0.25,0.25,0.3,0.25
horsejump-low,no_area,0.7110029417267086,0.7161294820176884,0.005126540290979616,60,00036,0.0544272123714884,00028,-0.0648732034849494,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.25
horsejump-low,no_center,0.7110029417267086,0.7315425469064515,0.020539605179742577,60,00033,0.5540519649354703,00025,-0.0025256112890080784,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3,0.25
horsejump-low,no_border,0.7110029417267086,0.7314161511860926,0.02041320945938381,60,00033,0.5540519649354703,00054,-0.008722803034242887,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3,0.25
