sequence,ablation,baseline_mean_iou,scored_mean_iou,mean_delta_vs_sam,n_frames,best_improve_frame,best_improve_delta,worst_drop_frame,worst_drop_delta,w_area,w_center,w_border,w_silhouette,q_border,t_area
kite-surf,default_full,0.35101505684722817,0.2597670555914036,-0.09124800125582448,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.25,0.25,0.25,0.25,0.4,0.3
kite-surf,no_area,0.35101505684722817,0.2597674203347256,-0.09124763651250252,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
kite-surf,no_center,0.35101505684722817,0.23295755910383842,-0.11805749774338974,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
kite-surf,no_border,0.35101505684722817,0.26000789271791314,-0.09100716412931499,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
kite-surf,no_silhouette,0.35101505684722817,0.2625654508990599,-0.08844960594816823,50,00037,0.21735585323238207,00046,-0.7451086956521739,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
kite-walk,default_full,0.387476155969621,0.33078458758577695,-0.05669156838384408,80,00079,0.41302387897071746,00026,-0.42559896093356675,0.25,0.25,0.25,0.25,0.4,0.3
kite-walk,no_area,0.387476155969621,0.2794380579889622,-0.1080380979806588,80,00079,0.41302387897071746,00026,-0.42559896093356675,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
kite-walk,no_center,0.387476155969621,0.34729250384650623,-0.04018365212311476,80,00079,0.41302387897071746,00020,-0.4090580000015467,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
kite-walk,no_border,0.387476155969621,0.4308188724151648,0.043342716445543904,80,00079,0.41302387897071746,00000,-0.003302030652894361,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
kite-walk,no_silhouette,0.387476155969621,0.2897172635760045,-0.09775889239361649,80,00049,0.5875322936643198,00025,-0.42160552025634834,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
libby,default_full,0.838808586022113,0.8873137550285317,0.04850516900641871,49,00037,0.831465579973803,00031,-0.06622320896044653,0.25,0.25,0.25,0.25,0.4,0.3
libby,no_area,0.838808586022113,0.8688628309615846,0.030054244939471602,49,00037,0.831465579973803,00024,-0.7260123643808658,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
libby,no_center,0.838808586022113,0.7902485381886593,-0.04856004783345375,49,00037,0.831465579973803,00001,-0.9361853142340947,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
libby,no_border,0.838808586022113,0.8870341124106534,0.04822552638854042,49,00037,0.831465579973803,00031,-0.06622320896044653,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
libby,no_silhouette,0.838808586022113,0.8834068245672387,0.04459823854512568,49,00035,0.8539654010334756,00031,-0.5516455223082637,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
lucia,default_full,0.1585896791718402,0.5076605405009348,0.34907086132909465,70,00046,0.959226455636497,00063,-0.7246697364563385,0.25,0.25,0.25,0.25,0.4,0.3
lucia,no_area,0.1585896791718402,0.5038840272716275,0.3452943480997873,70,00046,0.959226455636497,00063,-0.7246697364563385,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
lucia,no_center,0.1585896791718402,0.3994701669785746,0.24088048780673446,70,00025,0.9295135441781308,00063,-0.7246697364563385,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
lucia,no_border,0.1585896791718402,0.6307569123260017,0.4721672331541616,70,00062,0.9646980256385098,00063,-0.8743586944656697,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
lucia,no_silhouette,0.1585896791718402,0.6218964370889222,0.46330675791708203,70,00046,0.959226455636497,00063,-0.8743586944656697,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
mallard-fly,default_full,0.8742370588384356,0.871859457584743,-0.00237760125369275,70,00069,0.6974461597103107,00055,-0.42265284467370356,0.25,0.25,0.25,0.25,0.4,0.3
mallard-fly,no_area,0.8742370588384356,0.8452726850373495,-0.0289643738010861,70,00069,0.6974461597103107,00038,-0.7100383046490643,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
mallard-fly,no_center,0.8742370588384356,0.8547313766670579,-0.01950568217137789,70,00069,0.6974461597103107,00068,-0.8450985283112996,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
mallard-fly,no_border,0.8742370588384356,0.8583519955882941,-0.01588506325014165,70,00069,0.6974461597103107,00068,-0.8450985283112996,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
mallard-fly,no_silhouette,0.8742370588384356,0.8254758536956793,-0.04876120514275645,70,00069,0.6974461597103107,00031,-0.682079146313979,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
mallard-water,default_full,1.5103043264647873e-06,0.946624280037296,0.9466227697329697,80,00009,0.9640221402214022,00068,0.9243621292578682,0.25,0.25,0.25,0.25,0.4,0.3
mallard-water,no_area,1.5103043264647873e-06,0.9383768901804139,0.9383753798760873,80,00009,0.97009096960284,00073,0.7996564838670102,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
mallard-water,no_center,1.5103043264647873e-06,0.946624280037296,0.9466227697329697,80,00009,0.9640221402214022,00068,0.9243621292578682,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
mallard-water,no_border,1.5103043264647873e-06,0.6019430338734157,0.6019415235690893,80,00061,0.9546319796954315,00079,-1.234034676374406e-05,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
mallard-water,no_silhouette,1.5103043264647873e-06,0.922924936907038,0.9229234266027115,80,00009,0.9640221402214022,00029,-4.936540768421936e-06,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
motocross-bumps,default_full,0.319962235745409,0.43088011873949594,0.11091788299408697,60,00054,0.948183169615738,00048,-0.046593890770250446,0.25,0.25,0.25,0.25,0.4,0.3
motocross-bumps,no_area,0.319962235745409,0.5665464687230878,0.2465842329776788,60,00054,0.948183169615738,00048,-0.407109370382014,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
motocross-bumps,no_center,0.319962235745409,0.43690634373910736,0.1169441079936984,60,00054,0.948183169615738,00048,-0.046593890770250446,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
motocross-bumps,no_border,0.319962235745409,0.42480545392504293,0.10484321817963393,60,00054,0.948183169615738,00058,-0.3485161023443186,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
motocross-bumps,no_silhouette,0.319962235745409,0.43837727146230204,0.11841503571689307,60,00054,0.948183169615738,00034,-0.03524699094328454,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
motocross-jump,default_full,0.7585540734423437,0.7670230696353492,0.008468996193005387,40,00025,0.17162094716002596,00013,-0.025719703573157227,0.25,0.25,0.25,0.25,0.4,0.3
motocross-jump,no_area,0.7585540734423437,0.7094519892335144,-0.04910208420882935,40,00000,0.5272163179612549,00038,-0.5021703444296317,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
motocross-jump,no_center,0.7585540734423437,0.768763726567329,0.010209653124985266,40,00025,0.17162094716002596,00013,-0.025719703573157227,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
motocross-jump,no_border,0.7585540734423437,0.768763726567329,0.010209653124985266,40,00025,0.17162094716002596,00013,-0.025719703573157227,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
motocross-jump,no_silhouette,0.7585540734423437,0.6904109918743075,-0.06814308156803618,40,00025,0.17162094716002596,00020,-0.6152171171182192,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
motorbike,default_full,0.648895389805103,0.7894007196609032,0.1405053298558001,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.25,0.25,0.25,0.25,0.4,0.3
motorbike,no_area,0.648895389805103,0.7894007196609032,0.1405053298558001,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
motorbike,no_center,0.648895389805103,0.7894007196609032,0.1405053298558001,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
motorbike,no_border,0.648895389805103,0.7894007196609032,0.1405053298558001,43,00021,0.2850473293429746,00023,-0.007913894105719022,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
motorbike,no_silhouette,0.648895389805103,0.795908262087645,0.14701287228254198,43,00021,0.2850473293429746,00002,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
paragliding,default_full,0.8848369650107984,0.8692470685882459,-0.015589896422552622,70,00044,0.003618365741889007,00034,-0.7844453497817846,0.25,0.25,0.25,0.25,0.4,0.3
paragliding,no_area,0.8848369650107984,0.8597585066155481,-0.02507845839525033,70,00038,0.005841527439866767,00034,-0.7844453497817846,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
paragliding,no_center,0.8848369650107984,0.8800692823485181,-0.00476768266228027,70,00044,0.003618365741889007,00019,-0.009883395482777835,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
paragliding,no_border,0.8848369650107984,0.880069746847831,-0.004767218162967335,70,00044,0.003618365741889007,00019,-0.009883395482777835,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
paragliding,no_silhouette,0.8848369650107984,0.876115366866288,-0.008721598144510392,70,00059,0.07455358790441635,00034,-0.8103503715232151,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
paragliding-launch,default_full,0.5521277065020153,0.49026974765488196,-0.0618579588471332,80,00014,0.5446444063385785,00004,-0.786925654516816,0.25,0.25,0.25,0.25,0.4,0.3
paragliding-launch,no_area,0.5521277065020153,0.46497031544292133,-0.0871573910590939,80,00009,0.08196762356371273,00004,-0.786925654516816,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
paragliding-launch,no_center,0.5521277065020153,0.4786355331330793,-0.07349217336893586,80,00048,0.27377898268991735,00004,-0.786925654516816,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
paragliding-launch,no_border,0.5521277065020153,0.5022993078680283,-0.04982839863398679,80,00014,0.5446444063385785,00056,-0.4240442030810476,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
paragliding-launch,no_silhouette,0.5521277065020153,0.5253382215011744,-0.02678948500084074,80,00005,0.5819913765041203,00060,-0.43204438835602593,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
parkour,default_full,0.35651202308055985,0.0771679530704411,-0.27934407001011874,100,00087,0.9599896913858643,00073,-0.9793908861918937,0.25,0.25,0.25,0.25,0.4,0.3
parkour,no_area,0.35651202308055985,0.5920516978366572,0.2355396747560975,100,00086,0.9755870418412825,00077,-0.9696612086345086,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
parkour,no_center,0.35651202308055985,0.00012963769064563583,-0.35638238538991424,100,00081,0.0004112508829605113,00073,-0.9793908861918937,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
parkour,no_border,0.35651202308055985,0.009725655290707444,-0.34678636778985245,100,00087,0.9599896913858643,00073,-0.9793908861918937,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
parkour,no_silhouette,0.35651202308055985,0.038767689461304544,-0.3177443336192553,100,00037,0.9500066717075123,00073,-0.9793908861918937,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
rhino,default_full,0.9800650118225802,0.9761331889145546,-0.003931822908025628,90,00041,0.0049339100784523415,00054,-0.04934191450970371,0.25,0.25,0.25,0.25,0.4,0.3
rhino,no_area,0.9800650118225802,0.9762120464676263,-0.0038529653549539138,90,00018,0.0027508649513208194,00054,-0.04934191450970371,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3
rhino,no_center,0.9800650118225802,0.976273351154327,-0.003791660668253226,90,00041,0.0049339100784523415,00054,-0.04934191450970371,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3
rhino,no_border,0.9800650118225802,0.9761948129023471,-0.0038701989202330825,90,00041,0.0049339100784523415,00054,-0.04934191450970371,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.3
rhino,no_silhouette,0.9800650118225802,0.9779679294092901,-0.002097082413289946,90,00041,0.0049339100784523415,00042,-0.012686607309208786,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4,0.3
