hparam_name,tag,n_samples,mean_score,std_score,mean_iou,std_iou
box_threshold,box_threshold_0p200,30,0.6053823937601418,0.18457284491424927,0.8602372596811685,0.21117470315239031
box_threshold,box_threshold_0p250,30,0.6051973371569361,0.18494188871327666,0.860835486280999,0.21137385000752645
box_threshold,box_threshold_0p300,30,0.6054087910048864,0.18503298074048455,0.8620137062283951,0.21122187960681382
