trial,class_id,num_images,min_area_ratio,k_area,t_area,w_area,w_center,w_border,w_sil,sigmoid_on,sam_mean_iou,ours_mean_iou
35,6,30,0,24.34777058845129,0.5260384564259759,0.007124264222382586,0.010266139188277793,0.000607260140648035,0.00043301164133932016,True,0.8503077569536285,0.7278163140375671
36,6,30,0,24.695296136342872,0.6909202628920496,0.11748842617427291,0.21069035213738097,0.1432180362766696,0.029774835375449775,True,0.8503077569536285,0.7761697446468915
37,6,30,0,9.181154167791997,0.1472104996377348,0.20993644541868312,0.3517781352022584,0.04057983239757634,0.7113179391236728,True,0.8503077569536285,0.8376055852503941
38,6,30,0,4.9149846528859085,0.45156946080291005,0.012414417632229734,0.06842610004715531,0.03082985767265126,0.005672147601664752,True,0.8503077569536285,0.7763611771794114
39,6,30,0,25.830660326154323,0.5834807005924358,0.05558164345601889,0.09494529242772456,0.05925786033505765,0.7633195868388067,True,0.8503077569536285,0.7190489494358746
40,6,30,0,13.297286083374871,0.8192946339307349,0.017220822845952315,0.0018257173820515114,0.004704844889731026,0.0035943749932161612,True,0.8503077569536285,0.8014668344466366
41,6,30,0,12.409377167441724,0.46731481173405176,0.32174493816876154,0.16184867787306584,0.007143853259523526,0.2549215105415597,True,0.8503077569536285,0.8377236428482052
42,6,30,0,15.29610623388041,0.8562271062258023,0.2743747270147549,0.10626602619651075,0.20438408426268362,0.6974085395836803,True,0.8503077569536285,0.7534419371016574
43,6,30,0,22.073124736390685,0.1487441837629776,0.6393079397502258,0.1629853103454845,0.1716779159786222,0.04189225233825905,True,0.8503077569536285,0.8333005849085807
44,6,30,0,5.281246752322502,0.20250800279753467,0.7275530720798653,0.02123824706882535,0.09581580717334445,0.6146073605250564,True,0.8503077569536285,0.8361498438562925
45,6,30,0,22.069943352886806,0.17260332890185603,0.3926769168943806,0.05121955289791708,0.6392169773451745,0.23229224680295985,True,0.8503077569536285,0.8298181493766731
46,6,30,0,28.51238478522336,0.0491331907397915,0.37348302839646114,0.1540314586632416,0.19356676502638256,0.46152768797517374,True,0.8503077569536285,0.8329254685912448
47,6,30,0,15.897622326611781,0.8923030950362842,0.3254153841448746,0.13865417862978519,1.4527320538971316,0.06446006249158351,True,0.8503077569536285,0.7025391469402131
48,6,30,0,15.052716162294072,0.2804981830946991,0.15177864230788302,0.10671239130232622,0.04465908388249185,0.04918293616586563,True,0.8503077569536285,0.8238178509337033
49,6,30,0,21.01336875190277,0.8846891222429453,0.13774794076588798,0.23646815887438236,0.3182126539115309,0.40148932079237326,True,0.8503077569536285,0.8013614235883517
50,6,30,0,10.818298100947125,0.1427048429447162,0.17427027130240294,0.19747071481053388,0.3573478680346048,0.29976457755765235,True,0.8503077569536285,0.8277259747166307
