trial,class_ids,num_images,min_area_ratio,k_area,t_area,w_area,w_center,w_border,w_sil,sigmoid_on,sam_mean_iou,ours_mean_iou
1,[7],30,0.04800345444246743,21.683176976155114,0.2916760782769682,0.16799082218992076,0.24603058310527362,0.39311076244463755,0.19286783226016813,False,0.8623102840318595,0.8315347657708057
